;ADR;AVG_PRICE;STANDARD_DEVIATION;COEF_OF_VARIATION;AVG_PRICE_>_0;year_house;house_info
1135;"
 Профсоюзная ул., 128А
 ";221910.95;29698.770083077514;0.13383192709993585;True;Дом 2019 года;18 этажейМонолитное здание3,00 м потолкиЛифтМусоропровод
1136;"
 Измайловская пл., 8
 ";178477.675;25960.84671229687;0.1454571094804819;True;Дом 1963 года;8 этажейКирпичное зданиеЦентральное отопление2,90 м потолки112 квартирГазЛифтМусоропровод
1137;"
 жилой комплекс Румянцево-Парк, к1
 ";171410.0;20590.0;0.12012134647920192;True;Дом 2020 года;Монолитное зданиеЛифт
1138;"
 Ярославское ш., 6к1
 ";156124.5;18697.16671316807;0.11975805663536516;True;Дом 1970 года;9 этажейПанельное зданиеЦентральное отопление2,64 м потолки213 квартирГазЛифтМусоропровод
1139;"
 Энергетическая ул., 11
 ";191718.34375;22287.6729082039;0.1162521669666985;True;Дом 1968 года;12 этажейБлочное здание2,68 м потолки80 квартирГазЛифтМусоропровод
1140;"
 Берёзовая аллея, 5
 ";159174.45;20107.386195065235;0.12632295066868604;True;Дом 1979 года;12 этажейПанельное зданиеЦентральное отопление2,64 м потолки476 квартирЛифтМусоропровод
1141;"
 Чертановская ул., 23к3
 ";170977.5357142857;17739.576149474662;0.10375384155213593;True;Дом 1971 года;14 этажейПанельное здание2,64 м потолки98 квартирГазЛифтМусоропровод
1142;"
 ул. Хлобыстова, 10к2
 ";156331.2105263158;17069.395803998847;0.10918738329046263;True;Дом 1967 года;12 этажейБлочное зданиеЦентральное отопление96 квартирГазЛифтМусоропровод
1143;"
 Вешняковская ул., 18к1
 ";201227.3;29337.28253877649;0.14579176154913617;True;Дом 2019 года;13 этажейМонолитное здание2,95 м потолкиЛифтМусоропровод
1144;"
 пр-т 60-летия Октября, 3к1
 ";247123.23333333334;38797.06866391097;0.15699482456827263;True;Дом 1962 года;12 этажейКирпичное здание79 квартирГазЛифтМусоропровод
1145;"
 ул. Кошкина, 12к1
 ";156841.35;19987.334461540886;0.1274366387533701;True;Дом 1988 года;17 этажейПанельное здание2,70 м потолки406 квартирЛифтМусоропровод
1146;"
 ул. Верземнека, 2Ас1
 ";249036.88461538462;23812.91144983023;0.09562001824190484;True;Дом 1994 года;16 этажейБлочное зданиеЦентральное отопление2,48 м потолки90 квартирГаза нетЛифтМусоропровод
1147;"
 Погонный пр., 5к2
 ";195170.94444444444;23023.24708123466;0.1179645215468445;True;Дом 1987 года;12 этажейКирпичное здание2,50 м потолки59 квартирГазЛифтМусоропровод
1148;"
 ул. Тёплый Стан, 5к3
 ";179376.35;23018.410352965297;0.1283246668413383;True;Дом 1975 года;16 этажейПанельное зданиеЦентральное отопление2,48 м потолки251 квартираГаза нетЛифтМусоропровод
1149;"
 Ленинский пр-т, 93к4
 ";0.0;0.0;0.0;False;"
 Ленинский пр-т, 93к4
 ";"
 Ленинский пр-т, 93к4
 "
1150;"
 ул. Милашенкова, 15
 ";199281.88888888888;19257.060048456944;0.09663226375375167;True;Дом 1968 года;12 этажейБлочное зданиеЦентральное отопление2,64 м потолки81 квартираГазЛифтМусоропровод
1151;"
 Бойцовая ул., 18к8
 ";162991.05555555556;20234.211434740977;0.12414307868473272;True;Дом 1960 года;Дом входит в программу сноса пятиэтажек в Москве, подробнее.5 этажейБлочное здание2,48 м потолки60 квартирГазЛифт отсутствуетМусоропровод
1152;"
 Большая Черкизовская ул., 14к2
 ";166013.4375;21456.838883467753;0.12924760312530575;True;Дом 1965 года;5 этажейПанельное зданиеЦентральное отопление2,64 м потолки160 квартирГазЛифт отсутствуетМусоропровода нет
1153;"
 Чертановская ул., 44
 ";147295.05;27584.903561504434;0.18727651446198929;True;Дом 1970 года;9 этажейПанельное здание2,64 м потолки287 квартирЛифтМусоропровод
1154;"
 ул. Красного Маяка, 4к1
 ";158267.275;46832.898670158946;0.29591018528725505;True;Дом 1970 года;9 этажейПанельное зданиеЦентральное отопление2,65 м потолки287 квартирГазЛифтМусоропровод
1155;"
 Днепропетровская ул., 25
 ";152106.675;19391.29481415243;0.1274848379543661;True;Дом 1970 года;9 этажейПанельное здание359 квартирГазЛифтМусоропровод
1156;"
 Павелецкая наб.
 ";0.0;0.0;0.0;False;"
 Павелецкая наб.
 ";"
 Павелецкая наб.
 "
1157;"
 Банный пер., 4с1
 ";264799.05;30462.134405643672;0.11503868463895045;True;Дом 1965 года;9 этажейКирпичное зданиеЦентральное отопление2,64 м потолки108 квартирГазЛифтМусоропровод
1158;"
 Нежинская ул., 19к2
 ";183192.875;28408.350304256932;0.155073445428797;True;Дом 1970 года;16 этажейПанельное зданиеЦентральное отопление2,64 м потолкиГазЛифтМусоропровод
1159;"
 пр-т Мира, 188Бк2
 ";202837.8;55744.50412516018;0.27482305628024056;True;Дом 2016 года;Монолитное здание3,20 м потолкиЛифтМусоропровод
1160;"
 Гвардейская ул., 7к2
 ";178628.025;23659.42271853595;0.1324507882709667;True;Дом 1965 года;9 этажейПанельное здание2,48 м потолкиЛифтМусоропровод
1161;"
 Новосибирская ул., 8
 ";0.0;0.0;0.0;False;"
 Новосибирская ул., 8
 ";"
 Новосибирская ул., 8
 "
1162;"
 Большая Почтовая ул., 18/20к17
 ";0.0;0.0;0.0;False;"
 Большая Почтовая ул., 18/20к17
 ";"
 Большая Почтовая ул., 18/20к17
 "
1163;"
 Вешняковская ул., 18к1
 ";201227.3;29337.28253877649;0.14579176154913617;True;Дом 2019 года;13 этажейМонолитное здание2,95 м потолкиЛифтМусоропровод
1164;"
 Дегунинская ул., 3к2
 ";170343.45;20754.38137954249;0.12183844685277002;True;Дом 2006 года;22 этажаМонолитное зданиеЦентральное отопление2,75 м потолки168 квартирГаза нетЛифтМусоропровод
1165;"
 ул. Яблочкова, 41А
 ";196064.25;32500.90359647713;0.16576659741119112;True;Дом 1981 года;16 этажейБлочное зданиеЦентральное отопление2,48 м потолки111 квартирЛифтМусоропровод
1166;"
 ул. Твардовского, 5к3
 ";175669.04545454544;15443.737876202214;0.08791382588913935;True;Дом 1980 года;12 этажейПанельное зданиеЦентральное отопление96 квартирГаза нетЛифтМусоропровод
1167;"
 ул. Генерала Тюленева, 31
 ";146399.0;26647.98912582336;0.1820230269730214;True;Дом 1973 года;9 этажейПанельное зданиеЦентральное отопление2,64 м потолки432 квартирыГазЛифтМусоропровод
1168;"
 ул. Демьяна Бедного, 2к2
 ";87374.66666666667;7258.347250273685;0.08307153008050028;True;Дом 1972 года;5 этажейПанельное зданиеЦентральное отопление2,50 м потолки90 квартирГазЛифт отсутствуетМусоропровода нет
1169;"
 Люблинская ул., 5к1
 ";161379.85;19865.36426742535;0.12309693104452228;True;Дом 1969 года;9 этажейПанельное зданиеЦентральное отопление2,64 м потолки251 квартираГазЛифтМусоропровод
1170;"
 ул. Коцюбинского, 10
 ";200549.375;22505.33839190993;0.11221844192688174;True;Дом 2006 года;17 этажейПанельное здание2,70 м потолкиЛифтМусоропровод
1171;"
 ул. Хлобыстова, 14к2
 ";152116.05;29146.21915956682;0.19160515382543014;True;Дом 1967 года;12 этажейБлочное зданиеЦентральное отопление2,64 м потолки96 квартирГазЛифтМусоропровод
1172;"
 9-я Северная линия, 21
 ";144948.8076923077;26685.16701208778;0.18410063136727642;True;Дом 1983 года;12 этажейПанельное зданиеЦентральное отопление2,64 м потолки142 квартирыГаза нетЛифтМусоропровод
1173;"
 ул. Каховка, 13к1
 ";182327.05;25820.185928794162;0.14161467499635497;True;Дом 1964 года;Дом входит в программу сноса пятиэтажек в Москве, подробнее.5 этажейБлочное зданиеЦентральное отопление2,48 м потолки160 квартирГазЛифт отсутствуетМусоропровода нет
1174;"
 ул. Москворечье, 4к6
 ";210415.275;32334.571744486966;0.15367026820884067;True;Дом 2008 года;24 этажаПанельное зданиеЦентральное отопление2,78 м потолки552 квартирыГаза нетЛифтМусоропровод
1175;"
 ул. Лётчика Бабушкина, 12
 ";124764.0;19973.0;0.16008624282645634;True;Дом 1956 года;5 этажейКирпичное зданиеЦентральное отопление3,00 м потолки40 квартирГазЛифт отсутствуетМусоропровода нет
1176;"
 Ленинский пр-т, 135к1
 ";210154.15;19834.87417473325;0.09438250053464683;True;Дом 1981 года;16 этажейПанельное зданиеЦентральное отопление2,64 м потолки1149 квартирГаза нетЛифтМусоропровод
1177;"
 ул. Бориса Пастернака, 41
 ";0.0;0.0;0.0;False;"
 ул. Бориса Пастернака, 41
 ";"
 ул. Бориса Пастернака, 41
 "
1178;"
 Воронцовская ул., 13/14с3
 ";0.0;0.0;0.0;False;"
 Воронцовская ул., 13/14с3
 ";"
 Воронцовская ул., 13/14с3
 "
1179;"
 1-я Вольская ул., 18к2
 ";133410.675;21049.913597670064;0.15778282808081187;True;Дом 2007 года;17 этажейПанельное зданиеЦентральное отопление2,74 м потолки258 квартирГазЛифтМусоропровод
1180;"
 ул. Плещеева, 15
 ";148209.225;25239.04942592678;0.1702933769873419;True;Дом 1974 года;9 этажейПанельное зданиеЦентральное отопление2,64 м потолки284 квартирыГаза нетЛифтМусоропровод
1181;"
 Шарикоподшипниковская ул., 32
 ";173340.975;43319.36024659615;0.24990836844315747;True;Дом 1938 года;8 этажейКирпичное зданиеЦентральное отопление3,00 м потолки83 квартирыГазЛифтМусоропровод
1182;"
 Варшавское ш., 152к15
 ";170997.375;20375.318123513433;0.11915573630012409;True;Дом 1997 года;17 этажейПанельное здание271 квартираЛифтМусоропровод
1183;"
 Новокосинская ул., 51к3
 ";147757.95;13607.76425234873;0.09209497189388949;True;Дом 1987 года;17 этажейПанельное зданиеЦентральное отопление2,64 м потолки136 квартирГаза нетЛифтМусоропровод
1184;"
 ул. Куусинена, 1
 ";224658.05;39781.609296225055;0.17707626900627446;True;Дом 1958 года;8 этажейКирпичное здание3,00 м потолки111 квартирГазЛифтМусоропровод
1185;"
 пр. Карамзина
 ";0.0;0.0;0.0;False;"
 пр. Карамзина
 ";"
 пр. Карамзина
 "
1186;"
 Новая Басманная ул., 4-6с3
 ";265712.15;33763.101375280974;0.12706645659703922;True;Дом 1932 года;8 этажейКирпичное зданиеЦентральное отопление3,00 м потолки347 квартирГазЛифтМусоропровод
1187;"
 Саларьевская ул., 16к1
 ";0.0;0.0;0.0;False;"
 Саларьевская ул., 16к1
 ";"
 Саларьевская ул., 16к1
 "
1188;"
 Беломорская ул., 18к4
 ";195862.22222222222;29950.884962914344;0.15291813103668628;True;Дом 1963 года;9 этажейБлочное зданиеЦентральное отопление2,64 м потолки72 квартирыГазЛифтМусоропровод
1189;"
 ул. Мнёвники, 10к1
 ";201551.075;25819.518855303537;0.12810409895012237;True;Дом 1979 года;12 этажейПанельное зданиеЦентральное отопление2,64 м потолки528 квартирГазЛифтМусоропровод
1190;"
 Большая Тульская ул., 2
 ";227893.7;40897.8050237418;0.1794600071162204;True;Дом 1990 года;Панельное здание2,70 м потолки980 квартирГаза нетЛифтМусоропровод
1191;"
 ул. Лётчика Бабушкина, 31
 ";161655.025;17331.346996825578;0.10721192859192331;True;Дом 1971 года;9 этажейПанельное зданиеЦентральное отопление2,64 м потолки256 квартирГазЛифтМусоропровод
1192;"
 ул. Паустовского, 8к1
 ";163816.5;23288.180183303288;0.14216016203070683;True;Дом 1984 года;16 этажейПанельное зданиеЛифт
1193;"
 ул. Саморы Машела, 4к1
 ";202949.925;42657.005091419334;0.21018487733572375;True;Дом 2002 года;14 этажейПанельное зданиеЦентральное отопление2,64 м потолки206 квартирГаза нетЛифтМусоропровод
1194;"
 Сивашская ул., 7к2
 ";209035.7;32254.92997450157;0.15430345139371682;True;Дом 1997 года;17 этажейПанельное здание2,70 м потолки192 квартирыГаза нетЛифтМусоропровод
1195;"
 Стандартная ул., 5
 ";158908.5;16924.067391833836;0.10650196428657899;True;Дом 1961 года;Дом входит в программу сноса пятиэтажек в Москве, подробнее.5 этажейКирпичное зданиеЦентральное отопление60 квартирГазЛифт отсутствуетМусоропровода нет
1196;"
 Духовской пер., 20к2
 ";224654.275;53986.41618175237;0.24030887541201865;True;Дом 1964 года;9 этажейБлочное здание2,50 м потолки72 квартирыГазЛифтМусоропровод
1197;"
 Доброслободская ул., 12
 ";236974.1;34464.552397934895;0.14543594594487286;True;Дом 1974 года;12 этажейБлочное зданиеЦентральное отопление2,64 м потолки178 квартирГазЛифтМусоропровод
1198;"
 ул. Красного Маяка, 15к5
 ";164714.825;16780.723339426553;0.10187743173346146;True;Дом 2000 года;17 этажейПанельное здание192 квартирыГаза нетЛифтМусоропровод
1199;"
 ул. Кутузова, 8
 ";200175.9;45592.42485698693;0.22776180777499655;True;Дом 2004 года;17 этажейПанельное здание2,64 м потолкиГаза нетЛифтМусоропровод
1200;"
 Братеевская ул., 21к1
 ";158815.775;16911.07050793577;0.10648230950568839;True;Дом 1985 года;17 этажейПанельное зданиеЦентральное отопление2,64 м потолки456 квартирГаза нетЛифтМусоропровод
1201;"
 Каширское ш., 11к1
 ";142632.2;36769.904248039595;0.25779525414345145;True;Дом 1959 года;8 этажейКирпичное здание122 квартирыГазЛифтМусоропровод
1202;"
 Сумской пр., 12к3
 ";174643.275;53135.85586823058;0.3042536614606579;True;Дом 1972 года;12 этажейПанельное зданиеЦентральное отопление2,70 м потолки575 квартирГазЛифтМусоропровод
1203;"
 ул. Сущёвский Вал, 3/5А
 ";0.0;0.0;0.0;False;"
 ул. Сущёвский Вал, 3/5А
 ";"
 ул. Сущёвский Вал, 3/5А
 "
1204;"
 Производственная ул., 10к2
 ";203649.95;24441.33766587868;0.12001641869236246;True;Дом 2019 года;19 этажейМонолитное зданиеЛифтМусоропровод
1205;"
 ул. Миклухо-Маклая, 51к1
 ";192154.3;31305.295450769983;0.16291748584741525;True;Дом 1970 года;9 этажейПанельное здание2,64 м потолкиЛифтМусоропровод
1206;"
 Изумрудная ул., 13к1
 ";161169.925;25854.85876135035;0.16041987214022935;True;Дом 1984 года;17 этажейПанельное зданиеЦентральное отопление2,64 м потолки271 квартираГаза нетЛифтМусоропровод
1207;"
 Кантемировская ул., 19
 ";166602.925;35916.57217663422;0.21558188235071035;True;Дом 1968 года;9 этажейКирпичное зданиеЦентральное отопление2,64 м потолки215 квартирГазЛифтМусоропровод
1208;"
 с. Немчиновка, ул. Связистов, 11
 ";122575.5;15401.38452019457;0.12564814763304713;True;Дом 2010 года;Монолитное зданиеЛифтМусоропровод
1209;"
 Варшавское ш., 152к7
 ";169879.45;18038.24071791648;0.10618259429210819;True;Дом 1991 года;17 этажейПанельное здание475 квартирГаза нетЛифтМусоропровод
1210;"
 ул. Богданова, 26к2
 ";175751.0;48630.73871277302;0.2767024865450155;True;Дом 1964 года;5 этажейПанельное зданиеЦентральное отопление2,64 м потолки80 квартирГазЛифт отсутствуетМусоропровода нет
1211;"
 Варшавское ш., 59к3
 ";161735.33333333334;22138.347035053102;0.1368800903227893;True;Дом 1961 года;Дом входит в программу сноса пятиэтажек в Москве, подробнее.5 этажейБлочное здание2,48 м потолкиГазЛифт отсутствуетМусоропровод
1212;"
 Профсоюзная ул., 87/49
 ";0.0;0.0;0.0;False;"
 Профсоюзная ул., 87/49
 ";"
 Профсоюзная ул., 87/49
 "
1213;"
 Мурманский пр., 18
 ";172140.44736842104;34249.01366055545;0.19895971100420407;True;Дом 1959 года;5 этажейКирпичное зданиеЦентральное отопление60 квартирГазЛифт отсутствуетМусоропровода нет
1214;"
 Долгопрудная аллея, 15к4
 ";139038.2;22974.54419917836;0.165239079613936;True;Дом;
1215;"
 Кировоградская ул., 6к2
 ";170336.42105263157;26546.44307983907;0.15584713425226066;True;Дом 1969 года;14 этажейБлочное зданиеЦентральное отопление2,60 м потолки98 квартирГазЛифтМусоропровод
1216;"
 ш. Энтузиастов, 80к1
 ";143519.675;18156.091607760052;0.12650594148683833;True;Дом 1974 года;16 этажейПанельное зданиеЦентральное отопление2,70 м потолки77 квартирГаза нетЛифтМусоропровод
1217;"
 пр-т Маршала Жукова, 13
 ";185265.325;39695.581007454406;0.21426341387658163;True;Дом 1971 года;12 этажейБлочное зданиеЦентральное отопление2,64 м потолки96 квартирГазЛифтМусоропровод
1218;"
 Каширское ш., 140
 ";156201.625;16221.035186891588;0.10384677615800468;True;Дом 1979 года;12 этажейПанельное зданиеЦентральное отопление2,48 м потолки214 квартирГаза нетЛифтМусоропровод
1219;"
 Новощукинская ул., 1
 ";183424.5;21560.04731148634;0.11754180772735562;True;Дом 1960 года;5 этажейКирпичное здание59 квартирГазЛифт отсутствуетМусоропровода нет
1220;"
 4-й Верхний Михайловский пр., 4к1
 ";178586.125;43258.15256815038;0.24222571920495153;True;Дом 1956 года;5 этажейКирпичное зданиеЦентральное отопление3,10 м потолки20 квартирГазЛифт отсутствуетМусоропровода нет
1221;"
 Туристская ул., 2к5
 ";172381.5;16703.37921649389;0.09689774840394062;True;Дом 1975 года;9 этажейПанельное зданиеЦентральное отопление192 квартирыГазЛифтМусоропровод
1222;"
 Волжский б-р, 20
 ";147608.65;34805.65271299333;0.23579683652003683;True;Дом 1969 года;9 этажейПанельное зданиеЦентральное отопление2,60 м потолки215 квартирГазЛифтМусоропровод
1223;"
 Вяземская ул., 11к1
 ";159094.63636363635;20685.90719557961;0.1300226561271283;True;Дом 1967 года;Дом входит в программу сноса пятиэтажек в Москве, подробнее.5 этажейКирпичное здание2,64 м потолкиЛифт отсутствуетМусоропровод
1224;"
 Новокуркинское ш., 43
 ";184614.85;19508.652006930155;0.10567217104653366;True;Дом 2003 года;12 этажейКирпичное здание3,00 м потолки162 квартирыГаза нетЛифтМусоропровод
1225;"
 ул. Перерва, 49к1
 ";180994.375;23377.739938547846;0.12916279822810983;True;Дом 1999 года;17 этажейПанельное зданиеЦентральное отопление203 квартирыГаза нетЛифтМусоропровод
1226;"
 пр-т 60-летия Октября, 5к4
 ";231014.29411764705;40292.129698964796;0.1744140112751876;True;Дом 1967 года;13 этажейПанельное зданиеЦентральное отопление2,64 м потолки84 квартирыГазЛифтМусоропровод
1227;"
 ул. Константина Федина, 10
 ";141577.73529411765;27557.130135634296;0.19464310598263437;True;Дом 1958 года;5 этажейКирпичное зданиеЦентральное отопление2,70 м потолки80 квартирГазЛифт отсутствуетМусоропровода нет
1228;"
 Литовский б-р, 46к1
 ";173803.675;21108.490947231992;0.12145019918153051;True;Дом 1978 года;16 этажейПанельное зданиеЦентральное отопление2,64 м потолки255 квартирГаза нетЛифтМусоропровод
1229;"
 2-я Парковая ул., 16
 ";175533.35;11727.07861862877;0.06680826531612807;True;Дом 1958 года;5 этажейКирпичное зданиеЦентральное отоплениеГазЛифт отсутствуетМусоропровода нет
1230;"
 пос. Коммунарка, ул. Потаповская Роща, 6к2
 ";153998.575;29125.26818321807;0.1891268681104229;True;Дом 2015 года;3 этажаМонолитное зданиеЦентральное отопление2,80 м потолки86 квартирГаза нетЛифт отсутствуетМусоропровода нет
1231;"
 Ленинградское ш., 118к1
 ";195577.5;19160.524186462124;0.09796895955036813;True;Дом 2009 года;22 этажаПанельное зданиеЦентральное отопление2,80 м потолки147 квартирГаза нетЛифтМусоропровод
1232;"
 Окская ул., 36к4
 ";150972.44444444444;19317.758298812987;0.12795552439982932;True;Дом 1963 года;Дом входит в программу сноса пятиэтажек в Москве, подробнее.5 этажейПанельное здание2,64 м потолки100 квартирГазЛифт отсутствуетМусоропровода нет
1233;"
 Чоботовская ул., 15
 ";152105.075;20361.20257792685;0.1338627430933968;True;Дом 1992 года;22 этажаПанельное зданиеЦентральное отопление2,64 м потолки255 квартирГаза нетЛифтМусоропровод
1234;"
 ул. Лихоборские Бугры, 10к1
 ";193398.375;18753.64266574297;0.09696897745776287;True;Дом 2009 года;18 этажейПанельное зданиеЦентральное отопление3,00 м потолки119 квартирГаза нетЛифтМусоропровод
1235;"
 ул. Малышева, 13
 ";164176.825;26468.203094361637;0.16121765720808423;True;Дом 1967 года;9 этажейКирпичное зданиеЦентральное отопление2,50 м потолки144 квартирыГазЛифтМусоропровод
1236;"
 ул. Героев Панфиловцев, 1к1
 ";136929.35;44481.77282356786;0.32485199720562363;True;Дом 1968 года;9 этажейПанельное зданиеЦентральное отопление2,64 м потолки427 квартирГазЛифтМусоропровод
1237;"
 Долгопрудная аллея, 14к3
 ";0.0;0.0;0.0;False;"
 Долгопрудная аллея, 14к3
 ";"
 Долгопрудная аллея, 14к3
 "
1238;"
 Батайский пр., 65
 ";146675.75;14706.259508709209;0.10026374167992465;True;Дом 1990 года;17 этажейПанельное зданиеЦентральное отопление2,65 м потолки407 квартирГаза нетЛифтМусоропровод
1239;"
 Зелёный пр-т, 83к3
 ";169412.9;22807.8037256988;0.13462849479407293;True;Дом 1964 года;5 этажейКирпичное зданиеЦентральное отопление99 квартирГазЛифт отсутствуетМусоропровода нет
1240;"
 Пятницкое ш., 11
 ";159442.225;15614.46796161736;0.0979318242806594;True;Дом 1991 года;17 этажейПанельное зданиеЦентральное отопление2,64 м потолки529 квартирГаза нетЛифтМусоропровод
1241;"
 Варшавское ш., 131к2
 ";179608.275;24007.670007715762;0.1336668369412031;True;Дом 1981 года;16 этажейБлочное здание2,48 м потолки111 квартирГазЛифтМусоропровод
1242;"
 рабочий пос. Дрожжино, Новое ш., 9к1
 ";123983.18181818182;6781.475467211888;0.05469673682965121;True;Дом;14 этажейПанельное зданиеЛифт
1243;"
 ул. Каховка, 31к1
 ";209476.8;44871.35007173285;0.21420677646275316;True;Дом 1965 года;12 этажейБлочное зданиеЦентральное отопление2,64 м потолки83 квартирыГазЛифтМусоропровод
1244;"
 ул. 800-летия Москвы, 30
 ";150969.475;25344.865275818196;0.167880727384249;True;Дом 1991 года;17 этажейПанельное зданиеЦентральное отопление2,64 м потолкиГаза нетЛифтМусоропровод
1245;"
 Малая Филёвская ул., 8к2
 ";194533.58333333334;20289.853568382125;0.10430000424973129;True;Дом 1960 года;5 этажейКирпичное здание2,60 м потолки60 квартирГазЛифт отсутствуетМусоропровода нет
1246;"
 ул. Народного Ополчения, 3
 ";288989.8;55464.55456199031;0.19192564776331314;True;Дом 2021 года;Монолитное зданиеЦентральное отопление3,00 м потолки629 квартирЛифтМусоропровод
1247;"
 Полярная ул., 50
 ";172937.325;23373.899588416454;0.13515821173026965;True;Дом 1970 года;14 этажейБлочное зданиеЦентральное отопление2,64 м потолки98 квартирГазЛифтМусоропровод
1248;"
 ул. Трофимова, 36к1
 ";186242.175;19895.532685615006;0.10682614013509564;True;Дом 1990 года;17 этажейПанельное зданиеЦентральное отопление328 квартирГаза нетЛифтМусоропровод
1249;"
 ул. Декабристов, 22
 ";192076.35;59187.16060369428;0.30814392611945346;True;Дом 1982 года;12 этажейПанельное зданиеЦентральное отопление2,64 м потолки304 квартирыЛифтМусоропровод
1250;"
 4-я Новокузьминская ул., 7к1
 ";137057.65;22912.937294845025;0.1671773687557391;True;Дом 1972 года;9 этажейПанельное зданиеЦентральное отопление2,64 м потолки215 квартирГазЛифтМусоропровод
1251;"
 ул. Марии Ульяновой, 19
 ";236270.7;54980.94250156139;0.2327031769134361;True;Дом 1959 года;8 этажейКирпичное зданиеЦентральное отопление3,00 м потолки126 квартирГазЛифтМусоропровод
1252;"
 ул. Красного Маяка, 15к5
 ";164714.825;16780.723339426553;0.10187743173346146;True;Дом 2000 года;17 этажейПанельное здание192 квартирыГаза нетЛифтМусоропровод
1253;"
 ул. Введенского, 21
 ";182366.15;32812.47649564872;0.17992635418167638;True;Дом 1969 года;Дом входит в программу сноса пятиэтажек в Москве, подробнее.5 этажейПанельное зданиеЦентральное отопление2,64 м потолки80 квартирГазЛифт отсутствуетМусоропровода нет
1254;"
 Анадырский пр., 35
 ";164869.0;28978.7222592332;0.17576816902651923;True;Дом 1964 года;Дом входит в программу сноса пятиэтажек в Москве, подробнее.5 этажейБлочное зданиеЦентральное отопление2,64 м потолкиГазЛифт отсутствуетМусоропровода нет
1255;"
 Варшавское ш., 79к1
 ";196226.92857142858;37220.61948218695;0.18968150677972961;True;Дом 1961 года;8 этажейКирпичное здание2,80 м потолки61 квартираЛифтМусоропровод
1256;"
 Смольная ул., 37
 ";233918.175;33037.88606425016;0.1412369349421017;True;Дом 1981 года;12 этажейКирпичное зданиеЦентральное отопление2,70 м потолки133 квартирыГаза нетЛифтМусоропровод
1257;"
 Ягодная ул., 8к1
 ";139030.625;7668.572767104384;0.05515743575995853;True;Дом;2,75 м потолки562 квартирыЛифтМусоропровод
1258;"
 Проектируемый пр. № 985
 ";0.0;0.0;0.0;False;"
 Проектируемый пр. № 985
 ";"
 Проектируемый пр. № 985
 "
1259;"
 ул. Талалихина, 2/1к1
 ";0.0;0.0;0.0;False;"
 ул. Талалихина, 2/1к1
 ";"
 ул. Талалихина, 2/1к1
 "
1260;"
 Мишина ул., 29
 ";187076.38888888888;23815.679795599855;0.12730457294503802;True;Дом 1963 года;5 этажейПанельное зданиеЦентральное отопление80 квартирГазЛифт отсутствуетМусоропровода нет
1261;"
 ул. Расплетина, 9
 ";212467.9;36187.619323326595;0.17032040756898617;True;Дом 1955 года;5 этажейКирпичное здание3,00 м потолки68 квартирЛифтМусоропровода нет
1262;"
 Черноморский б-р, 4
 ";168386.85;15813.241471232266;0.09391019234122062;True;Дом 1970 года;9 этажейПанельное зданиеЦентральное отопление2,60 м потолки430 квартирГаза нетЛифтМусоропровод
1263;"
 пос. Коммунарка, ул. Александры Монаховой, 98к1
 ";156351.025;24097.836724992037;0.15412650300816408;True;Дом 2017 года;9 этажейМонолитное здание2,70 м потолкиГаза нетЛифтМусоропровод
1264;"
 Липецкая ул., 40
 ";141513.4;18668.439637259457;0.13191994282703587;True;Дом 1983 года;17 этажейПанельное зданиеЦентральное отопление2,64 м потолки594 квартирыГаза нетЛифтМусоропровод
1265;"
 ул. Тёплый Стан, 25к5
 ";155257.8;19038.16554082877;0.12262292484389686;True;Дом 1973 года;12 этажейПанельное зданиеЦентральное отопление2,48 м потолки168 квартирГазЛифтМусоропровод
1266;"
 ул. Красного Маяка, 15к5
 ";164714.825;16780.723339426553;0.10187743173346146;True;Дом 2000 года;17 этажейПанельное здание192 квартирыГаза нетЛифтМусоропровод
1267;"
 ул. Лётчика Бабушкина, 17
 ";165788.975;30582.768553948397;0.1844680477332609;True;Дом 1959 года;Дом входит в программу сноса пятиэтажек в Москве, подробнее.5 этажейМонолитное зданиеЦентральное отопление80 квартирГаза нетЛифт отсутствуетМусоропровода нет
1268;"
 2-й Павелецкий пр., 6
 ";192735.52631578947;56600.51533601032;0.2936693427410608;True;Дом 1966 года;9 этажейБлочное здание72 квартирыГазЛифтМусоропровод
1269;"
 5-й квартал Капотни, 16
 ";116689.375;28368.551051902086;0.24311168906253963;True;Дом 1981 года;12 этажейПанельное здание383 квартирыГаза нетЛифтМусоропровод
1270;"
 ул. Вертолётчиков, 11
 ";139127.5;18901.240826993344;0.13585553414668808;True;Дом 2017 года;17 этажейПанельное здание2,70 м потолки128 квартирГаза нетЛифтМусоропровод
1271;"
 ул. Обручева, 16к2
 ";193722.45;32428.822929571466;0.16739837292771934;True;Дом 1968 года;16 этажейПанельное здание107 квартирГазЛифтМусоропровод
1272;"
 ул. Красных Зорь, 27
 ";190433.0;36389.81848676907;0.19108987668507596;True;Дом 1966 года;Дом входит в программу сноса пятиэтажек в Москве, подробнее.5 этажейКирпичное здание2,64 м потолкиЛифт отсутствуетМусоропровода нет
1273;"
 Алма-Атинская ул., 8к1
 ";165745.95;17479.118887904504;0.10545729104032106;True;Дом 1985 года;14 этажейПанельное зданиеЦентральное отопление2,64 м потолки555 квартирГаза нетЛифтМусоропровод
1274;"
 ул. Миклухо-Маклая, 22
 ";188304.55;24287.156535862734;0.1289780652451719;True;Дом 1981 года;16 этажейПанельное зданиеЦентральное отопление2,64 м потолки503 квартирыГаза нетЛифтМусоропровод
